voucher_id,voucher_type,entry_date,posting_date,amount,leading_digit,vendor_name,created_by,approved_by,invoice_no,tax,total,reference,supporting_doc,risk_flags,risk_score,is_fraud
2486,Receipt,2026-03-17 07:21:48.860499,2026-03-17 07:21:48.860499,16787,1,Om Sai Logistics Pvt Ltd,57,34,c95cc9b1-8132-4fcb-97f5-3c1a1413e704,3021.66,19808.66,b3c73fc2-8b8a-4e29-8cfe-bb610e4de39e,Contract,Normal,0.0,0
2487,Receipt,2026-01-19 03:28:35.454422,2026-01-20 03:28:35.454422,40943,4,BlueStar Solutions Ltd,87,14,19ec2234-f500-40d8-b8ec-752e6605b0f2,7369.74,48312.74,20e0f055-e393-41dd-b432-af29ec150d0d,Invoice,Backdated,1.07,0
2488,Receipt,2026-04-04 12:22:41.355349,2026-04-04 12:22:41.355349,8662,8,Om Sai Tech Ltd,47,62,ff76146b-ce6e-4382-ac78-a8768fbb0dbe,1559.16,10221.16,0c914116-41d6-49a5-9d5d-9b95fad05e37,None,Missing Doc,0.82,0
2489,Payment,2026-01-26 01:57:28.200557,2026-01-26 13:57:28.200557,42486,4,Om Sai Tech Ltd,89,37,05fb98fe-4118-442b-ad44-6026b88eb2c3,7647.48,50133.479999999996,b28c478d-4d11-44a1-a3a2-2a81cffa3e6f,Contract,Odd Timing,0.84,0
2490,Journal,2026-04-11 02:27:45.925152,2026-04-11 20:27:45.925152,146114,1,BlueStar Logistics Ltd,60,35,a9e66299-e294-4947-937c-4c28cea68407,26300.52,172414.52,0c996e1e-5f02-4f5f-97a5-a7120477c4d4,None,"High Value,Odd Timing,Missing Doc",3.52,1
2491,Receipt,2026-03-25 02:27:13.226742,2026-03-25 02:27:13.226742,33863,3,Om Sai Logistics Pvt LTD,64,70,18577ce5,6095.34,39958.34,3250f644-79eb-4a19-94a4-206ae42d8142,Invoice,Duplicate Pattern,1.34,0
2492,Payment,2026-03-09 13:36:34.808647,2026-03-12 13:36:34.808647,17777,1,BlueStar Tech Pvt Ltd,22,91,fd0ccf6d-bbe2-42d2-8dfd-502751c3030f,3199.86,20976.86,22c6da29-a0aa-4b2d-8be2-2c98f707c1f6,Invoice,Backdated,1.11,0
2493,Receipt,2026-01-08 07:50:51.183194,2026-01-08 07:50:51.183194,36399,3,Green Solutions Pvt Ltd,70,23,e061ef81-8f44-4be4-a05e-016bc7f45cc1,6551.82,42950.82,2f9b5f6a-90e2-438e-987c-9c9ae8500507,Invoice,Normal,0.0,0
2494,Receipt,2026-01-14 01:15:07.420753,2026-01-14 13:15:07.420753,7609,7,Shree Traders LTD,41,85,4cf9b426-1438-4567-80a0-8d0b36e717f0,1369.62,8978.619999999999,4c271751-3d4f-453f-b446-2e14236db3f5,Invoice,"Odd Timing,Name Variation",2.16,1
2495,Journal,2026-02-03 00:52:30.630094,2026-02-03 04:52:30.630094,4052,4,Apex Solutions LLP,52,90,84b9cd0b-ee81-4caa-8d74-8d17c5b72d99,729.36,4781.36,844db84d-5580-4986-8c3c-8ca67a5090bb,None,"Odd Timing,Missing Doc,Name Variation",3.78,1
2496,Payment,2026-04-01 03:43:16.958999,2026-04-06 03:43:16.958999,20674,2,Apex Solutions Pvt Ltd,57,0,f7799d36-70d3-46b0-91ab-c0173645818e,3721.32,24395.32,4cd5f825-baa4-48d6-8d04-28fb5e3de115,Invoice,"Odd Timing,Backdated",2.96,1
2497,Payment,2026-02-14 00:09:51.264201,2026-02-14 00:09:51.264201,33682,3,Green Tech Ltd,15,39,a9e243aa-1821-45ca-8159-af03e5ec2904,6062.76,39744.76,e27c94e8-765c-4263-baa7-79f8926b7b54,Invoice,Normal,0.0,0
2498,Payment,2026-02-26 02:10:44.316314,2026-02-26 02:10:44.316314,23000,2,Shree Solutions Pvt LTD,80,13,86aaf8c5-d8e4-41d8-99c1-d0f5c2d727d8,4140.0,27140.0,4bfa20c9-da67-4564-a857-16faf1cdebc3,Invoice,"Rounded Amount,Name Variation",1.84,1
2499,Journal,2026-02-02 19:15:56.165301,2026-02-02 19:15:56.165301,1297,1,BlueStar Solutions Ltd,34,16,4664d7d4-9926-4b19-8cca-b64714904d71,233.46,1530.46,470a5f0d-ee8b-451c-a055-40f03feac6a6,None,Missing Doc,1.15,0
2500,Payment,2026-02-25 02:01:19.987161,2026-02-25 02:01:19.987161,1718,1,,29,98,699fd6aa-d368-4aae-80b4-657772ce1fd7,309.24,2027.24,99d4004d-b88b-4d87-8cd8-8a5df6bcabc1,None,"Missing Doc,Null Vendor",1.63,1
2501,Receipt,2026-01-24 09:11:21.546142,2026-01-24 09:11:21.546142,5101,5,BlueStar Solutions LLP,21,0,ecae11f1-ffa2-4342-b557-99ac0e988e89,918.18,6019.18,10d011b8-59bf-4836-9dc9-82b55f584f25,Contract,Normal,0.0,0
2502,Payment,2026-04-11 00:14:54.672911,2026-04-11 00:14:54.672911,33259,3,Shree Enterprises LLP,84,61,ab194909-a255-4a3d-8288-dfeabfa2fd73,5986.62,39245.62,613eb831-594b-4d40-ac8b-364cba4f75a5,None,Missing Doc,1.4,0
2503,Payment,2026-02-09 15:02:13.535286,2026-02-09 15:02:13.535286,7778,7,Apex Solutions LLP,43,12,c5938ec4-caa0-4a43-875d-bb4851cdecee,1400.04,9178.04,017d20af-236d-4a62-b883-200257e55949,Contract,Normal,0.0,0
2504,Payment,2026-01-24 03:04:06.999107,2026-01-24 02:04:06.999107,24000,2,Apex Enterprises LLP,90,96,d498b37b-65da-43e5-b4ed-bc90133e4942,4320.0,28320.0,e2240885-73c0-4241-bc37-100b0ece3918,None,"Rounded Amount,Odd Timing,Missing Doc",3.2,1
2505,Receipt,2026-01-11 18:39:21.960457,2026-01-12 18:39:21.960457,20937,2,Green Traders Pvt Ltd,0,96,42fb811a-4e30-4768-aa57-53c381c27b0e,3768.66,24705.66,3fc77638-6a87-425d-807d-bdf557e4348a,Invoice,Backdated,1.31,0
2506,Journal,2026-03-12 20:58:15.289692,2026-03-12 20:58:15.289692,17320,1,Green Tech Ltd,30,74,6306ea68-aad1-4af8-9384-cca6221376f9,3117.6,20437.6,8162288b-af5f-48c1-b6b2-7b99b7a0e149,None,Missing Doc,1.43,0
2507,Journal,2026-04-13 15:33:43.911407,2026-04-13 15:33:43.911407,17671,1,Green Traders Ltd,23,20,f47979aa-079d-4f66-803a-2336fbb2ea89,3180.78,20851.78,641f8350-a975-4d97-913e-901014c02959,Contract,Normal,0.0,0
2508,Payment,2026-03-26 16:41:10.522823,2026-03-26 16:41:10.522823,11633,1,Shree Traders LTD,17,89,9821b456-800a-4d80-a33d-c992e3f2dcfe,2093.94,13726.94,653dea30-f256-4900-84d8-54953c1e1961,None,"Missing Doc,Name Variation",2.97,1
2509,Payment,2026-02-25 04:40:14.231093,2026-02-25 04:40:14.231093,44272,4,Green Traders Ltd,59,10,7100cbd1-993b-4972-8bb7-fe1babdcf741,7968.96,52240.96,10b0f619-6be4-4a4c-8bcd-6bc80d3c49ff,Contract,Normal,0.0,0
2510,Payment,2026-01-01 01:15:27.964953,2026-01-01 21:15:27.964953,11188,1,Apex Logistics LLP,72,91,bb429aed-8113-42bb-b5eb-7093dd516dff,2013.84,13201.84,e8e338ef-eeba-4cc4-b330-a3ca8a18b44c,Contract,Odd Timing,1.21,0
2511,Journal,2026-02-18 14:21:09.007265,2026-02-18 14:21:09.007265,17309,1,Shree Logistics Pvt Ltd,1,64,3d22571c-67cc-496e-8cee-cae044a2d86e,3115.62,20424.62,44bd5a96-c10c-43ae-96ee-5ce1408ea6db,Contract,Normal,0.0,0
2512,Receipt,2026-03-14 04:10:14.579760,2026-03-14 04:10:14.579760,7852,7,Apex Tech Ltd,99,51,abd439e4-28b9-43be-91bb-738a0fdc1ea3,1413.36,9265.36,45b0fcb9-a71e-475d-917d-f8393d4bffa9,Contract,Normal,0.0,0
2513,Receipt,2026-01-17 01:50:43.366156,2026-01-17 01:50:43.366156,31082,3,Om Sai Logistics Pvt Ltd,47,94,209777d8-7ee7-4675-a09d-f6fdfca20d3f,5594.76,36676.76,5f37d0e1-e55e-46a7-8ba5-3ef9d21b3838,None,Missing Doc,1.06,0
2514,Journal,2026-02-02 17:23:15.094779,2026-02-02 17:23:15.094779,10720,1,Apex Enterprises LLP,51,19,df5e5221-454e-4980-b207-973588d48e10,1929.6,12649.6,7ea365e2-006e-4f4c-94bb-9be21efdcc23,Invoice,Normal,0.0,0
2515,Receipt,2026-01-08 19:39:40.867671,2026-01-13 19:39:40.867671,6874,6,Apex Tech Ltd,35,54,d7d9be55-0ef2-4f7b-81ef-9e46322a4581,1237.32,8111.32,dcc9c87d-79b4-4c5e-9253-67387a40dd0e,Invoice,Backdated,1.07,0
2516,Payment,2026-01-04 02:09:00.067116,2026-01-08 02:09:00.067116,5907,5,Shree Logistics LLP,37,16,8de726e6-8363-4873-9851-97cf8e4c9e96,1063.26,6970.26,0bad4cba-b640-45c6-bfb0-f9cc93e6749a,Invoice,"Odd Timing,Backdated",1.93,1
2517,Payment,2026-01-02 13:34:43.080870,2026-01-02 13:34:43.080870,28686,2,Global Tech LLP,75,95,8263c6a2-19fa-4375-8154-966cfb13b38f,5163.48,33849.479999999996,7535d6ee-8fd3-4379-8f3a-bcca04a80b6b,Contract,Normal,0.0,0
2518,Payment,2026-02-15 02:57:28.610564,2026-02-15 02:57:28.610564,27587,2,Green Traders Pvt Ltd,85,23,65deeb8c-e99c-4e76-9b45-8af5af16e497,4965.66,32552.66,6ca9ee10-93e8-494c-ac42-870f09513828,None,Missing Doc,1.03,0
2519,Journal,2026-02-22 02:09:47.979704,2026-02-22 04:09:47.979704,31297,3,Global Tech LLP,66,25,f26e5ce3-097b-4090-8851-2ddb6608cb83,6065.059096840958,37362.05909684096,a5ae0136-6fea-4d75-8285-ad14cd7c6aeb,None,"Odd Timing,Missing Doc,Tax Mismatch",3.48,1
2520,Payment,2026-01-28 20:45:03.927914,2026-01-28 20:45:03.927914,35668,3,BlueStar Tech Pvt Ltd,77,30,93ad98ca-4c3b-4231-adc3-360e41583233,6420.24,42088.24,f75917a9-eed9-4570-af03-1cf7408bbc85,Contract,Normal,0.0,0
2521,Receipt,2026-01-04 22:58:09.007078,2026-01-04 22:58:09.007078,20000,2,Om Sai Logistics Pvt Ltd,93,7,8bca2edf-f819-44ef-b794-6ce06a1b9d03,3600.0,23600.0,ba6be7c1-d3ec-43b2-911e-c3b58224e718,Invoice,Rounded Amount,0.96,0
2522,Journal,2026-02-06 19:40:48.511024,2026-02-06 19:40:48.511024,22248,2,Om Sai Logistics LTD,15,19,cc83c965-9e9e-4ba9-974d-6a240d0a5883,4004.64,26252.64,4c0485cf-bd2e-4165-b65a-4c5bf76abec9,None,Missing Doc,1.25,0
2523,Payment,2026-04-05 01:05:19.147654,2026-04-05 01:05:19.147654,35348,3,Apex Tech Ltd,66,78,bd2a6f16-1196-4126-b22b-8ea9c7a580cc,9452.752995144845,44800.752995144845,e184d53c-6972-48b9-9670-3dd100b9642e,Invoice,Tax Mismatch,1.16,0
2524,Receipt,2026-04-15 01:28:26.322217,2026-04-15 01:28:26.322217,11000,1,Om Sai Logistics LTD,76,12,83ab7bfe-f724-46c4-85d3-106d62b57458,1980.0,12980.0,2d3ced15-9bda-4f01-b0bc-c52f6339c54e,None,"Rounded Amount,Missing Doc",2.69,1
2525,Receipt,2026-02-04 21:48:21.719862,2026-02-04 21:48:21.719862,8972,8,Green Solutions Pvt Ltd,19,89,4c04aa6d-836d-4870-83ef-96184361b62d,1614.96,10586.96,6b1c3ad4-8eea-4861-8ff4-a0b3df3a8b0f,None,Missing Doc,0.93,0
2526,Receipt,2026-02-17 07:17:46.790904,2026-02-17 07:17:46.790904,10868,1,Om Sai Traders Pvt Ltd,40,61,fe5dc9c4-7340-4c60-a4fe-dc817c0520e1,1956.24,12824.24,8ab35269-8824-4d99-86eb-6877e457f213,Contract,Normal,0.0,0
2527,Receipt,2026-01-15 13:42:34.098665,2026-01-15 13:42:34.098665,5689,5,Global Tech LLP,4,5,05d58c4e-dce8-46d4-b99c-0fd308ff70be,1024.02,6713.02,056b79f3-0c9e-419e-9466-49495f0251d8,None,Missing Doc,0.99,0
2528,Payment,2026-01-20 02:10:51.410105,2026-01-20 04:10:51.410105,1019,1,Apex Solutions Pvt Ltd,46,77,bed64b0f-827c-45ae-94ad-5d676818371d,183.42,1202.42,d4096e59-3d10-45ea-b4c5-4500abcb2932,Contract,Odd Timing,1.41,0
2529,Payment,2026-03-15 00:55:55.637547,2026-03-15 01:55:55.637547,17600,1,Om Sai Logistics Pvt Ltd,1,14,aaae52b2-895b-41e0-8e36-4fea971411c7,3168.0,20768.0,cc8d6d91-657e-4ca6-9127-4b4800c09b03,Invoice,Odd Timing,1.33,0
2530,Receipt,2026-02-11 03:00:49.149098,2026-02-11 03:00:49.149098,49376,4,BlueStar Traders LTD,31,0,08fb01ea-5191-4539-abf0-5aadac341f43,8887.68,58263.68,c16265eb-58c2-4fb3-8568-0d2c89860721,None,Missing Doc,1.43,0
2531,Receipt,2026-03-09 07:55:09.391446,2026-03-09 07:55:09.391446,41982,4,Green Logistics Pvt Ltd,71,41,bc441427-9eb2-4ab0-84bf-905a46dfb765,7556.76,49538.76,5c0e8694-68be-4b0a-a9f6-b84ba5dd90e6,Contract,Normal,0.0,0
2532,Payment,2026-03-06 18:37:43.548674,2026-03-06 18:37:43.548674,8000,8,Shree Solutions Pvt Ltd,16,2,6ba41eb2-8c08-47b0-9389-2b60cb39eb6f,1440.0,9440.0,940178f6-6ad2-457d-b2a1-02cce998cb08,None,"Rounded Amount,Missing Doc",2.4,1
2533,Receipt,2026-01-17 17:34:45.848450,2026-01-18 17:34:45.848450,42608,4,BlueStar Solutions LLP,71,60,d7fb3c49-b7d9-4588-b62f-e7ee3fd5ca6f,7669.44,50277.44,235c6984-1a6f-402a-a3ae-9eab21e1bb3f,Contract,Backdated,0.86,0
2534,Payment,2026-03-28 00:36:15.479966,2026-03-28 00:36:15.479966,9828,9,Apex Tech Pvt Ltd,18,53,4b832080,1769.04,11597.04,2a49c843-8d9e-409a-82fb-220083cc0c92,None,"Missing Doc,Duplicate Pattern",2.94,1
2535,Receipt,2026-01-10 16:13:07.210381,2026-01-10 16:13:07.210381,35622,3,BlueStar Traders LTD,98,25,d1792125-e8a2-43ce-af8f-2a7eb4bfe1c2,6411.96,42033.96,20a66652-7763-4f9d-87f8-86cc02040104,None,Missing Doc,0.83,0
2536,Receipt,2026-02-15 19:53:19.015512,2026-02-15 19:53:19.015512,35586,3,Global Solutions Pvt Ltd,90,43,e2b500af-a4a6-4693-a286-d9d465c41670,6405.48,41991.479999999996,d9fa7bc7-1625-4425-9173-313ab7b59cab,None,Missing Doc,0.93,0
2537,Journal,2026-04-12 17:49:41.154121,2026-04-14 17:49:41.154121,35720,3,Shree Solutions Pvt LTD,39,19,90318208-2d4c-4692-b6d7-284c255a17ec,6429.6,42149.6,7fb44430-584c-4b98-8268-94e667a2a163,Contract,"Backdated,Name Variation",2.05,1
2538,Journal,2026-01-31 09:44:54.057909,2026-01-31 09:44:54.057909,49913,4,Apex Tech LTD,5,13,28973e15-abe0-47a1-8f2b-12d46b5ca763,8984.34,58897.34,7e0023da-b5db-4513-8126-0f6af14cd73c,Invoice,Name Variation,1.34,0
2539,Receipt,2026-02-06 09:20:01.192674,2026-02-06 09:20:01.192674,1468,1,BlueStar Traders LTD,68,26,c62a1073-78e9-42fd-8af5-a8f7b9fb1a27,264.24,1732.24,228088d5-0eeb-4cbd-b481-853afa9ba643,Invoice,Normal,0.0,0
2540,Payment,2026-02-12 11:59:12.703517,2026-02-13 11:59:12.703517,5689,5,Om Sai Logistics LTD,31,10,932a0a6f-66f1-4e47-9727-abacd7dac3b2,1024.02,6713.02,c56227a3-d6f4-48dc-90ad-68c5a24ec832,Invoice,Backdated,1.3,0
2541,Receipt,2026-03-16 21:51:09.937997,2026-03-16 21:51:09.937997,9000,9,BlueStar Logistics Ltd,95,55,687682e7-273f-4f49-9f0b-a51ff15b7aec,1620.0,10620.0,998432b6-4bc2-46d7-a832-b4e5e6104593,Contract,Rounded Amount,0.82,0
2542,Payment,2026-01-09 21:01:03.710176,2026-01-09 21:01:03.710176,7653,7,Om Sai Traders LLP,21,30,bc816f00-d928-4412-afa4-d7f101917840,1377.54,9030.54,180937b6-9e4a-45d2-92c2-c1216ac6d566,None,Missing Doc,1.05,0
2543,Journal,2026-03-01 16:44:37.745169,2026-03-01 16:44:37.745169,31000,3,Om Sai Logistics Pvt Ltd,27,56,76daaa15-ad7f-4065-94ae-16153210baf7,5580.0,36580.0,3fc5e15a-31ec-492b-9c42-f8af304fa62c,Invoice,Rounded Amount,0.92,0
2544,Payment,2026-02-09 23:39:02.242343,2026-02-09 23:39:02.242343,39851,3,BlueStar Tech Pvt Ltd,80,69,884fd4ce-be35-4262-ad02-8575105c78b9,7173.18,47024.18,568978f2-17d9-494e-9a32-cf017ffe00f8,Invoice,Normal,0.0,0
2545,Payment,2026-02-11 00:48:20.882597,2026-02-11 00:48:20.882597,254,2,Green Solutions Pvt Ltd,5,42,9e28cbb1-0101-4189-8f68-e19da97b897e,45.72,299.72,a537c227-0230-4bfd-a2f9-922cbc96c65b,None,Missing Doc,1.37,0
2546,Journal,2026-03-23 07:22:28.128273,2026-03-23 07:22:28.128273,347836,3,Green Solutions Pvt LTD,75,55,771a3834-f886-46ed-9b5e-bc8e7a1f59c4,62610.48,410446.48,53f8eec0-0dad-439c-8478-3818fb25292a,None,"High Value,Missing Doc",2.58,1
2547,Receipt,2026-01-30 07:27:46.051155,2026-01-30 07:27:46.051155,14000,1,BlueStar Enterprises LLP,26,14,f3f8988a-a1cc-4083-9319-38e1262fc814,2520.0,16520.0,dee25ad7-7eac-4a54-8763-887b64b0a006,None,"Rounded Amount,Missing Doc",1.96,1
2548,Payment,2026-01-06 01:28:20.694409,2026-01-06 01:28:20.694409,47135,4,Global Logistics LLP,68,88,58538ccf-14ce-4d32-894c-fc7d67441b73,8484.3,55619.3,310ae2e4-9962-4c94-a517-27c1668df483,Contract,Normal,0.0,0
2549,Journal,2026-04-04 15:04:39.921040,2026-04-04 15:04:39.921040,3269,3,Apex Tech Pvt Ltd,40,57,5b50513d-0bdd-4273-9b8b-f9e5d06a2710,588.42,3857.42,f0f5d5b8-64c9-4baa-a05b-a281a455dc53,None,Missing Doc,0.87,0
2550,Journal,2026-01-26 20:13:32.233273,2026-01-26 20:13:32.233273,28950,2,Apex Enterprises Ltd,92,95,745af9ce-ada8-42ce-af57-39bd6b1107c0,5211.0,34161.0,739fd434-53bf-40bc-9e6a-83d5bae882ee,Invoice,Normal,0.0,0
2551,Journal,2026-01-05 12:40:48.465108,2026-01-05 12:40:48.465108,8014,8,Apex Traders LLP,87,26,7bcde22d-bbfe-4811-8a72-5bb2eccaf211,1442.52,9456.52,514f62d9-d060-4055-a15f-10399c7be177,Contract,Normal,0.0,0
2552,Receipt,2026-01-18 23:32:03.538285,2026-01-18 23:32:03.538285,36394,3,Green Enterprises Pvt Ltd,20,5,8063d2ff-66c3-4d0b-b152-478c742ccc4c,6550.92,42944.92,6c0048a3-97ff-471c-8491-93afdb4451d8,None,Missing Doc,1.01,0
2553,Receipt,2026-01-08 17:03:35.741097,2026-01-08 17:03:35.741097,43122,4,BlueStar Traders Pvt Ltd,47,0,fbf6ee6e-9f88-41e4-b618-b43d4e3e3f8e,7761.96,50883.96,71fb56c8-6337-4f3e-bc97-0dd567fddbac,None,Missing Doc,1.22,0
2554,Journal,2026-02-18 05:54:41.150268,2026-02-18 05:54:41.150268,41400,4,Apex Logistics LLP,77,84,bb82e9ba-9eb7-4af1-96ce-e64f8af585aa,7452.0,48852.0,ee5531ef-b29b-4b7c-91a7-40958e739aee,Contract,Normal,0.0,0
2555,Payment,2026-03-28 07:12:56.828496,2026-03-28 07:12:56.828496,43000,4,Om Sai Logistics Pvt Ltd,10,61,e03ffc58-c24d-4bb2-8ffd-00756a435387,7740.0,50740.0,083c6995-4330-47ba-88ec-928ef3a128a0,Contract,Rounded Amount,1.39,0
2556,Journal,2026-02-05 05:31:42.422197,2026-02-05 05:31:42.422197,31890,3,Green Enterprises LTD,54,92,a011d698-72ed-4fcb-8853-51917f004878,5740.2,37630.2,b624fc85-affc-4f24-acca-5d86c0767f1f,None,Missing Doc,1.27,0
2557,Journal,2026-04-12 19:18:36.841866,2026-04-12 19:18:36.841866,36477,3,Green Traders Ltd,48,11,31f2ccfb-ab92-4aba-9225-6083631cbc8b,6565.86,43042.86,a57b5e2d-a32c-4e6d-970f-f2c7f199a912,Invoice,Normal,0.0,0
2558,Payment,2026-02-12 18:19:54.204117,2026-02-12 18:19:54.204117,26745,2,Om Sai Traders Ltd,65,52,41a1f4ab-7017-42aa-bf94-a7a92c308758,4814.1,31559.1,ba092b07-3a27-4e97-b228-19750941661c,Contract,Normal,0.0,0
2559,Receipt,2026-02-21 17:50:40.372184,2026-02-21 17:50:40.372184,9034,9,Green Traders Ltd,73,73,bc8e2b70-603c-4807-b893-7f3deae9b330,1626.12,10660.119999999999,ea1b2f12-6e8f-4cf0-a204-b7a312f63ea7,Invoice,No Segregation,1.33,0
2560,Payment,2026-04-06 19:16:26.327676,2026-04-06 19:16:26.327676,42104,4,BlueStar Logistics LTD,2,97,45b62e10-d6ff-46b4-b65e-31adc9e72acf,7578.72,49682.72,e2b602c1-8aee-4880-a372-9be6b5da51e0,Invoice,Name Variation,1.12,0
2561,Payment,2026-02-09 18:37:31.508294,2026-02-10 18:37:31.508294,15546,1,Green Enterprises Ltd,95,65,209c5128-b272-40b9-8722-b08bd5bf3584,2798.28,18344.28,0ab1075b-5934-4d58-9a6c-b40c88d03994,Contract,Backdated,1.19,0
2562,Journal,2026-01-28 04:37:14.891900,2026-01-28 04:37:14.891900,3013,3,BlueStar Enterprises LLP,85,80,70921ed8-5349-4140-94bf-291455c3d767,542.34,3555.34,66edbd48-3068-44d4-89c0-684ed48ed37b,None,Missing Doc,0.9,0
2563,Receipt,2026-04-01 08:48:56.740885,2026-04-01 08:48:56.740885,3919,3,Apex Solutions Pvt Ltd,28,90,71c33e46-5b51-402d-ae0f-26cbbd5bcba6,705.42,4624.42,038176e3-6587-4bab-93c8-ef040dda1ef8,Invoice,Normal,0.0,0
2564,Journal,2026-01-04 20:47:01.746612,2026-01-04 20:47:01.746612,17794,1,Shree Enterprises LLP,88,68,55c7bcdb-6c94-4d0e-abbb-0b714727e2f5,3202.92,20996.92,b861b627-a0b3-4d09-9224-e077786de821,Invoice,Normal,0.0,0
2565,Receipt,2026-03-09 18:39:10.647430,2026-03-09 18:39:10.647430,14893,1,Green Enterprises LTD,20,73,69bbf120-a875-48f4-a3e4-896b8efb2e21,3231.6486707986423,18124.64867079864,f75bd4b4-2865-42fe-97e0-5c5114e0ec03,None,"Missing Doc,Tax Mismatch",2.05,1
2566,Journal,2026-02-10 02:45:03.401557,2026-02-10 02:45:03.401557,17000,1,Shree Traders Ltd,34,79,a5570eca-1118-49c3-848a-bc877550068f,3060.0,20060.0,5cd97e0d-20c2-49c0-bc50-d263d76c962c,Invoice,Rounded Amount,1.04,0
2567,Payment,2026-02-24 04:24:51.090903,2026-02-24 04:24:51.090903,44121,4,Green Enterprises Ltd,54,6,3de773fe-2c0b-4a1b-a983-e53fb354c30e,7941.78,52062.78,77d5d2ac-7fa6-4cad-bc6d-4ab9c975ae26,Invoice,Normal,0.0,0
2568,Payment,2026-02-20 12:57:57.639589,2026-02-20 12:57:57.639589,25899,2,Green Enterprises Pvt Ltd,29,39,01beb960-76e9-4842-a531-1978b2712c03,4661.82,30560.82,dc42cb0a-20df-486d-a2c9-6bb09a96802c,Invoice,Normal,0.0,0
2569,Journal,2026-02-13 14:46:39.018564,2026-02-13 14:46:39.018564,22715,2,Om Sai Logistics LTD,8,64,964ae35e-90eb-44b4-a9c4-6fe7f8450b4a,4088.7,26803.7,00ca3a90-3fa7-4184-b091-3629d2698b38,None,"Missing Doc,Name Variation",1.81,1
2570,Payment,2026-02-13 13:10:42.472349,2026-02-13 13:10:42.472349,45273,4,Green Traders Pvt Ltd,40,32,793abc79-91e9-4f6f-a425-e9228b007e5f,8149.14,53422.14,f2822cb1-b341-4196-adf3-4efa27ce3c3b,Contract,Normal,0.0,0
2571,Receipt,2026-04-07 07:13:19.121362,2026-04-07 07:13:19.121362,33728,3,BlueStar Traders LLP,19,83,865cfd49-c875-4755-bd5f-1db6243fc2e2,6071.04,39799.04,d0d22e66-d05c-40c3-89c3-d1b6361620d8,Contract,Normal,0.0,0
2572,Receipt,2026-01-02 13:16:39.259938,2026-01-02 13:16:39.259938,22696,2,Global Solutions Pvt Ltd,74,59,1e139089-5d73-4977-b0ca-d59133b2ca16,4085.28,26781.28,89da91de-99bb-4002-b4ff-652f98b2291d,None,Missing Doc,0.91,0
2573,Journal,2026-02-14 02:21:11.719541,2026-02-14 02:21:11.719541,24881,2,Shree Solutions Ltd,68,62,f282a899-e616-4d0b-b740-44ddb459882c,4478.58,29359.58,628e63b5-0b0f-4e30-8fb2-d84fe636d973,Invoice,Normal,0.0,0
2574,Payment,2026-03-10 05:51:52.701659,2026-03-10 05:51:52.701659,40756,4,Shree Solutions LTD,31,62,6d895485-111d-42a5-b588-4252c032f007,7336.08,48092.08,01c2e0c3-350c-498f-8da2-2bfa67a470d8,Invoice,Name Variation,0.91,0
2575,Journal,2026-01-08 08:55:48.243069,2026-01-08 08:55:48.243069,17557,1,Shree Traders Ltd,4,26,5fe41c98-82c2-480a-9ab1-32c17f331bc8,3160.26,20717.260000000002,31c48baf-0533-4b20-b611-d8c79d00b70e,Invoice,Normal,0.0,0
2576,Receipt,2026-03-13 19:03:25.430785,2026-03-13 19:03:25.430785,12321,1,BlueStar Traders Pvt Ltd,56,88,c3f9ed16,2217.78,14538.78,0e13f114-eaf5-422b-9f6b-112e926fdef7,Contract,Duplicate Pattern,1.45,0
2577,Payment,2026-02-11 01:55:14.520340,2026-02-11 01:55:14.520340,20229,2,Shree Solutions Ltd,80,13,9d44e4ce-7b6a-4e83-95e7-7a7d689ea591,3641.22,23870.22,64265451-94ad-4182-8d48-5c4385821c0d,Invoice,Normal,0.0,0
2578,Receipt,2026-02-19 01:37:50.282068,2026-02-19 05:37:50.282068,16414,1,Apex Tech Pvt Ltd,11,79,46b2cc51-42be-4e9c-8764-bccc50a78b50,2954.52,19368.52,3b334985-5bc4-4a92-9361-462ab9cf148d,Contract,Odd Timing,1.36,0
2579,Journal,2026-01-07 14:12:39.556458,2026-01-07 14:12:39.556458,31494,3,Om Sai Logistics Pvt LTD,9,55,3e8f8d1d,5668.92,37162.92,6e528ab8-b220-4bfc-8bd4-fdcf2cbaad7e,Invoice,Duplicate Pattern,1.49,0
2580,Payment,2026-01-03 17:51:52.271331,2026-01-03 17:51:52.271331,3246,3,BlueStar Traders LLP,35,31,f0c68cf7-9b75-40ce-93d3-bd8ad3ad8c34,584.28,3830.2799999999997,ba9f22cd-cfbd-4d0e-bd51-271576f2b5dd,Contract,Normal,0.0,0
2581,Receipt,2026-04-08 03:33:47.424042,2026-04-08 03:33:47.424042,31484,3,Green Enterprises Ltd,72,89,639cd4f0-5f26-4ff5-8110-8e9aca89607c,5667.12,37151.12,82ef3da2-482a-4773-aa06-724eb04af7b0,Contract,Normal,0.0,0
2582,Payment,2026-03-17 02:47:04.447413,2026-03-17 02:47:04.447413,46941,4,Om Sai Logistics Pvt Ltd,93,0,9a3ac9af-f936-4375-aa16-4220afc60ecc,8449.38,55390.38,8afe30d3-1516-4167-95e0-6a366c3dc5a4,Invoice,Normal,0.0,0
